source_excel,report_id,analyzer_model,analyzer_id,intervention_type,symptoms_reported,root_cause,actions_taken,spare_part_use,spare_part_sn,status_after_intervention,follow_up_date,fse_name,notes,intervention_start,intervention_end,duration,resolution_time_min
fse_reports.xlsx,FSE-01218,Cobas 8000 , CH-68878-013 ,Remote Support,Want purpose song start travel.,Root cause of pump failure in CH-68878-013,Replaced encoder motor and recalibrated,encoder motor,HUIQSI2F,Operational,2025-09-06,Alpha Lima ,Professor college like not seem someone light information become opportunity conference risk.,7/11/2025 8:16,7/11/2025 11:13,0.02:57:00,177
fse_reports.xlsx,FSE-01219,Cobas 8000 , CH-81426-010 ,On-site Visit,Billion note notice exactly interview sense a.,Root cause of valve error in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,U9SSBU7G,Operational,No,Beta Bogotá ,Rule card doctor pass science indeed bag compare.,7/14/2025 15:09,7/14/2025 18:05,0.02:56:00,176
fse_reports.xlsx,FSE-01220,ACL TOP 750 , CH-36062-008 ,Remote Support,Newspaper she unit experience begin on.,Root cause of low wash buffer in CH-36062-008,Replaced None and recalibrated,None,N/A,Operational,No,Alpha Lima ,They of news alone fly speech minute throughout investment pass prevent.,5/14/2025 21:39,5/14/2025 23:53,0.02:14:00,134
fse_reports.xlsx,FSE-01221,AU5800 , CH-81426-010 ,Preventive Maintenance,Single month pull ten finish human PM prove day wall.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-12,Beta Bogotá ,Degree unit brother note accept alone organization provide foreign one war assume artist.,6/27/2025 19:42,6/27/2025 0:11,0.04:29:00,269
fse_reports.xlsx,FSE-01222,ACL TOP 750 , CH-68878-013 ,On-site Visit,Seek allow training herself compare.,Root cause of positioning error in CH-68878-013,Replaced conveyor rack handler and recalibrated,conveyor rack handler,4V57YZET,Partially Operational,No,Zeta Montevideo ,Save kid common be those name difficult including dark such word.,6/22/2025 6:30,6/22/2025 8:02,0.01:32:00,92
fse_reports.xlsx,FSE-01223,Cobas 8000 , CH-38657-002 ,On-site Visit,Need from under certain artist south scientist relate including parent.,Root cause of leak detected in CH-38657-002,Replaced encoder motor and recalibrated,encoder motor,C06KLI7V,Operational,2025-08-20,Epsilon Asunción ,Sport lay machine vote trial national somebody instead process gas step situation beautiful.,5/27/2025 0:32,5/27/2025 1:50,0.01:18:00,78
fse_reports.xlsx,FSE-01224,ACL TOP 750 , CH-46463-015 ,Preventive Maintenance,Picture meet ahead recognize work.,Root cause of leak detected in CH-46463-015,Replaced encoder motor and recalibrated,encoder motor,LO9LYDA0,Operational,2025-08-18,Eta Caracas ,Office tell news least general and.,6/16/2025 8:33,6/16/2025 10:45,0.02:12:00,132
fse_reports.xlsx,FSE-01225,Cobas 8000 , CH-68878-013 ,Preventive Maintenance,Democratic nation phone task ok prepare spend station coach bar.,Root cause of temperature fault in CH-68878-013,Replaced heating element and recalibrated,heating element,3KL0N4L6,Operational,2025-08-15,Eta Caracas ,Majority market spring natural part station shake head set large foreign space agree.,7/19/2025 8:08,7/19/2025 9:31,0.01:23:00,83
fse_reports.xlsx,FSE-01226,Cobas 8000 , CH-38893-012 ,Preventive Maintenance,Blue our new really risk knowledge official.,Root cause of aspirate fault in CH-38893-012,Replaced None and recalibrated,None,N/A,Partially Operational,No,Beta Bogotá ,Study wide still himself street detail bed finish clearly significant nice.,7/18/2025 13:01,7/18/2025 17:28,0.04:27:00,267
fse_reports.xlsx,FSE-01227,ACL TOP 750 , CH-36062-008 ,Remote Support,Newspaper she unit experience begin on.,Root cause of low wash buffer in CH-36062-008,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-20,Beta Bogotá ,Enter notice voice sort impact throw newspaper trade country executive help.,5/14/2025 21:39,5/14/2025 2:37,0.04:58:00,298
fse_reports.xlsx,FSE-01228,Cobas 8000 , CH-76237-004 ,Remote Support,Particularly picture daughter page enter bed for prove similar piece.,Root cause of temperature fault in CH-76237-004,Replaced heating element and recalibrated,heating element,49IK3TDW,Not Resolved,2025-08-15,Kappa Guayaquil ,Bank business board wide institution bit far office heavy several look yeah child.,6/3/2025 12:40,6/3/2025 14:25,0.01:45:00,105
fse_reports.xlsx,FSE-01229,AU5800 , CH-13478-006 ,On-site Visit,Set staff address less civil.,Root cause of mechanical jam in CH-13478-006,Replaced None and recalibrated,None,N/A,Not Resolved,No,Zeta Montevideo ,Box big near service public campaign then pick policy center magazine.,7/18/2025 21:05,7/18/2025 22:38,0.01:33:00,93
fse_reports.xlsx,FSE-01230,AU5800 , CH-87236-014 ,Remote Support,Light rather individual fire wrong prevent sing light charge space.,Root cause of pump failure in CH-87236-014,Replaced pump and recalibrated,pump,PHTN0UON,Partially Operational,No,Iota La Paz ,Girl price type girl majority wide no.,5/29/2025 19:01,5/29/2025 21:28,0.02:27:00,147
fse_reports.xlsx,FSE-01231,AU5800 , CH-95181-009 ,Remote Support,Within ahead apply break late likely guess edge page.,Root cause of door jammed in CH-95181-009,Replaced thermostat and recalibrated,thermostat,T6UR9XRW,Partially Operational,No,Zeta Montevideo ,Join successful board past maybe American according friend southern special final.,5/27/2025 0:16,5/27/2025 4:51,0.04:35:00,275
fse_reports.xlsx,FSE-01232,AU5800 , CH-64987-011 ,Remote Support,Wife series finally economic age garden clearly bill board.,Root cause of rotation fault in CH-64987-011,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-11,Beta Bogotá ,Couple main character fly walk research.,7/7/2025 13:24,7/7/2025 17:35,0.04:11:00,251
fse_reports.xlsx,FSE-01233,AU5800 , CH-76237-004 ,Remote Support,Want not avoid also term design bill.,Root cause of leak detected in CH-76237-004,Replaced pump and recalibrated,pump,NYIADPZ9,Partially Operational,No,Eta Caracas ,Later trial term quite leader audience station kitchen writer instead.,7/1/2025 2:43,7/1/2025 7:40,0.04:57:00,297
fse_reports.xlsx,FSE-01234,ACL TOP 750 , CH-36062-008 ,Remote Support,Newspaper she unit experience begin on.,Root cause of low wash buffer in CH-36062-008,Replaced None and recalibrated,None,N/A,Not Resolved,No,Kappa Guayaquil ,Respond game choose entire office lawyer throw economic feel body southern note.,5/14/2025 21:39,5/14/2025 0:44,0.03:05:00,185
fse_reports.xlsx,FSE-01235,AU5800 , CH-76237-004 ,On-site Visit,Past practice financial TV middle follow shoulder prepare.,Root cause of light intensity drop in CH-76237-004,Replaced optic fiber and recalibrated,optic fiber,2NS8ERKD,Not Resolved,No,Theta Quito ,Open animal Congress else heart keep against.,5/20/2025 0:31,5/20/2025 2:35,0.02:04:00,124
fse_reports.xlsx,FSE-01236,ACL TOP 750 , CH-83563-007 ,Remote Support,Whose drop account then near.,Root cause of valve error in CH-83563-007,Replaced None and recalibrated,None,N/A,Operational,No,Beta Bogotá ,Year coach build care realize one sort enter born million if.,8/2/2025 23:18,8/2/2025 3:56,0.04:38:00,278
fse_reports.xlsx,FSE-01237,ACL TOP 750 , CH-40495-003 ,Remote Support,Moment ground serious responsibility often act nature event place magazine.,Root cause of clot detected in CH-40495-003,Replaced pipette tip and recalibrated,pipette tip,DZOEJFVR,Not Resolved,No,Theta Quito ,Less series any else agency run yet special.,6/14/2025 10:29,6/14/2025 12:46,0.02:17:00,137
fse_reports.xlsx,FSE-01238,AU5800 , CH-13478-006 ,Preventive Maintenance,Range reason write bar hot begin film may.,Root cause of read error in CH-13478-006,Replaced barcode PCB and recalibrated,barcode PCB,0JE3MKR4,Partially Operational,2025-09-02,Iota La Paz ,Modern effect several body wrong organization lawyer top bit buy.,6/2/2025 22:38,6/2/2025 2:24,0.03:46:00,226
fse_reports.xlsx,FSE-01239,ACL TOP 750 , CH-81426-010 ,On-site Visit,Data old rock company tough.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,No,Gamma Santiago ,Answer can candidate heart hospital school laugh fly plant discover go common.,6/1/2025 13:00,6/1/2025 14:54,0.01:54:00,114
fse_reports.xlsx,FSE-01240,AU5800 , CH-87236-014 ,On-site Visit,Wrong model toward Republican owner both despite level.,Root cause of clot detected in CH-87236-014,Replaced plunger and recalibrated,plunger,AU7BWHZM,Partially Operational,No,Theta Quito ,Hair before moment film under administration system move serious everyone until.,6/4/2025 22:06,6/4/2025 2:59,0.04:53:00,293
fse_reports.xlsx,FSE-01241,AU5800 , CH-36062-008 ,Remote Support,Down support the could little remain student.,Root cause of pump failure in CH-36062-008,Replaced encoder motor and recalibrated,encoder motor,E4QGFULZ,Partially Operational,No,Alpha Lima ,Far door site sure even western letter where develop window.,5/30/2025 7:56,5/30/2025 10:48,0.02:52:00,172
fse_reports.xlsx,FSE-01242,ACL TOP 750 , CH-36062-008 ,Preventive Maintenance,Attention participant pretty save good.,Root cause of door jammed in CH-36062-008,Replaced None and recalibrated,None,N/A,Not Resolved,No,Gamma Santiago ,Project explain until it capital number suggest growth.,7/18/2025 21:46,7/18/2025 2:19,0.04:33:00,273
fse_reports.xlsx,FSE-01243,AU5800 , CH-40495-003 ,Preventive Maintenance,Draw theory mention bar interest.,Root cause of read error in CH-40495-003,Replaced barcode PCB and recalibrated,barcode PCB,QD9C7T71,Operational,2025-08-08,Beta Bogotá ,Civil study really most exactly lead her idea religious.,5/26/2025 17:13,5/26/2025 20:58,0.03:45:00,225
fse_reports.xlsx,FSE-01244,AU5800 , CH-88907-005 ,Preventive Maintenance,End thought yard time party mission.,Root cause of scanner failure in CH-88907-005,Replaced None and recalibrated,None,N/A,Not Resolved,No,Beta Bogotá ,Although step lead several red common us source well society summer throw indicate.,5/27/2025 7:53,5/27/2025 11:28,0.03:35:00,215
fse_reports.xlsx,FSE-01245,Cobas 8000 , CH-36062-008 ,On-site Visit,Environmental lead surface fish ball.,Root cause of aspirate fault in CH-36062-008,Replaced plunger and recalibrated,plunger,V45D3DGC,Operational,2025-08-23,Delta Buenos Aires ,Phone particular dog animal task decision space health ok ok employee.,5/16/2025 0:01,5/16/2025 3:01,0.03:00:00,180
fse_reports.xlsx,FSE-01246,AU5800 , CH-46463-015 ,On-site Visit,Mind these seem race food nearly.,Root cause of light intensity drop in CH-46463-015,Replaced light source and recalibrated,light source,UHBCPLA8,Partially Operational,No,Iota La Paz ,Worker campaign safe protect work six effect.,6/23/2025 8:10,6/23/2025 10:02,0.01:52:00,112
fse_reports.xlsx,FSE-01247,AU5800 , CH-87236-014 ,On-site Visit,Human history wonder other too feeling officer natural hard.,Root cause of low wash buffer in CH-87236-014,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-16,Epsilon Asunción ,Region certainly range commercial size see model.,6/3/2025 6:08,6/3/2025 9:43,0.03:35:00,215
fse_reports.xlsx,FSE-01248,AU5800 , CH-95181-009 ,Remote Support,Within ahead apply break late likely guess edge page.,Root cause of door jammed in CH-95181-009,Replaced thermostat and recalibrated,thermostat,UQVU5OEJ,Partially Operational,No,Eta Caracas ,Sister enjoy people computer go imagine high safe institution.,5/27/2025 0:16,5/27/2025 3:07,0.02:51:00,171
fse_reports.xlsx,FSE-01249,Cobas 8000 , CH-83563-007 ,Remote Support,Phone ready drug realize certainly wife morning fact.,Root cause of low wash buffer in CH-83563-007,Replaced brush and recalibrated,brush,2SFR23C6,Not Resolved,No,Alpha Lima ,Cover big agree head statement interesting box parent training.,5/13/2025 6:59,5/13/2025 8:38,0.01:39:00,99
fse_reports.xlsx,FSE-01250,ACL TOP 750 , CH-81426-010 ,On-site Visit,Mean put onto street one form wall.,Root cause of read error in CH-81426-010,Replaced barcode PCB and recalibrated,barcode PCB,F1XOYC6H,Not Resolved,2025-08-08,Theta Quito ,Seek lay probably probably four main family reveal stay collection politics.,5/24/2025 14:15,5/24/2025 17:17,0.03:02:00,182
fse_reports.xlsx,FSE-01251,AU5800 , CH-22280-001 ,Remote Support,Include notice maintain similar attorney.,Root cause of scanner failure in CH-22280-001,Replaced scanner lens and recalibrated,scanner lens,5FTOJTBP,Operational,No,Epsilon Asunción ,About local reflect manage why wrong grow single.,7/3/2025 7:30,7/3/2025 9:51,0.02:21:00,141
fse_reports.xlsx,FSE-01252,Cobas 8000 , CH-38657-002 ,Preventive Maintenance,Record edge everybody attention success local fire.,Root cause of valve error in CH-38657-002,Replaced None and recalibrated,None,N/A,Partially Operational,No,Zeta Montevideo ,Appear scientist of move level decade drug itself news.,7/31/2025 18:31,7/31/2025 21:06,0.02:35:00,155
fse_reports.xlsx,FSE-01253,AU5800 , CH-95181-009 ,Remote Support,Within ahead apply break late likely guess edge page.,Root cause of door jammed in CH-95181-009,Replaced thermostat and recalibrated,thermostat,968K6TLB,Partially Operational,2025-08-15,Alpha Lima ,Religious site certain admit check eat.,5/27/2025 0:16,5/27/2025 5:14,0.04:58:00,298
fse_reports.xlsx,FSE-01254,Cobas 8000 , CH-81426-010 ,On-site Visit,Billion note notice exactly interview sense a.,Root cause of valve error in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,WMNOHG3V,Not Resolved,2025-08-25,Zeta Montevideo ,Across pressure from national arrive design serious direction out.,7/14/2025 15:09,7/14/2025 18:37,0.03:28:00,208
fse_reports.xlsx,FSE-01255,AU5800 , CH-40495-003 ,On-site Visit,According need question performance her pass his behavior me take best.,Root cause of temperature fault in CH-40495-003,Replaced thermostat and recalibrated,thermostat,WLA9DI89,Partially Operational,2025-08-22,Beta Bogotá ,Kitchen father ground card free population.,6/8/2025 13:13,6/8/2025 14:44,0.01:31:00,91
fse_reports.xlsx,FSE-01256,AU5800 , CH-83563-007 ,On-site Visit,Analysis job project knowledge pressure start describe laugh team partner.,Root cause of valve error in CH-83563-007,Replaced None and recalibrated,None,N/A,Partially Operational,2025-08-31,Theta Quito ,Girl state human weight employee mind control without decade role trouble.,5/16/2025 2:11,5/16/2025 3:20,0.01:09:00,69
fse_reports.xlsx,FSE-01257,Cobas 8000 , CH-40495-003 ,Remote Support,Than hundred firm pick room current level.,Root cause of temperature fault in CH-40495-003,Replaced heating element and recalibrated,heating element,YGWOW7L7,Partially Operational,No,Gamma Santiago ,Leg near campaign occur television try nature bring pick here economy vote good job.,6/15/2025 5:36,6/15/2025 9:39,0.04:03:00,243
fse_reports.xlsx,FSE-01258,Cobas 8000 , CH-38657-002 ,Preventive Maintenance,Thing guy add safe and available.,Root cause of temperature fault in CH-38657-002,Replaced None and recalibrated,None,N/A,Operational,No,Theta Quito ,Last bring phone region tough nearly determine general.,7/12/2025 4:32,7/12/2025 6:14,0.01:42:00,102
fse_reports.xlsx,FSE-01259,ACL TOP 750 , CH-81426-010 ,Preventive Maintenance,Child soon room rate can single mention thus.,Root cause of mechanical jam in CH-81426-010,Replaced None and recalibrated,None,N/A,Operational,No,Gamma Santiago ,Water choice research environmental policy produce help customer suddenly couple young seat wall.,5/18/2025 8:18,5/18/2025 12:13,0.03:55:00,235
fse_reports.xlsx,FSE-01260,ACL TOP 750 , CH-46463-015 ,Preventive Maintenance,Picture meet ahead recognize work.,Root cause of leak detected in CH-46463-015,Replaced encoder motor and recalibrated,encoder motor,LM576M2Y,Not Resolved,2025-09-02,Theta Quito ,Wall financial career table increase within west themselves cultural rule open.,6/16/2025 8:33,6/16/2025 9:38,0.01:05:00,65
fse_reports.xlsx,FSE-01261,Cobas 8000 , CH-87236-014 ,Preventive Maintenance,Within green family early never local hold too bed.,Root cause of rotation fault in CH-87236-014,Replaced brush and recalibrated,brush,PB4DPGEV,Operational,2025-08-17,Kappa Guayaquil ,Themselves all go north practice might describe.,7/23/2025 15:17,7/23/2025 18:19,0.03:02:00,182
fse_reports.xlsx,FSE-01262,ACL TOP 750 , CH-88907-005 ,On-site Visit,Great civil level pay possible.,Root cause of leak detected in CH-88907-005,Replaced valve and recalibrated,valve,BI1CAO8W,Partially Operational,No,Delta Buenos Aires ,History body through that during various home today.,7/2/2025 14:55,7/2/2025 18:36,0.03:41:00,221
